id,edge,link,interface,mode,type,start,end,bytesTx,bytesRx,bytesTotal
587,KA02208VC,10.1.3.36,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,7237916,28032074,35269990
3180,PP00286VC,Verizon Wireless,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,26268636,308440186,334708822
3180,PP00286VC,AT&T Wireless (Signet - 330.285.6303),GE1,PUBLIC,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,29597858902,40058681569,69656540471
3038,PE05569VC,198.53.42.157,GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,37900910550,63862307790,101763218340
3038,PE05569VC,10.66.0.18,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,7324599,4219707,11544306
3645,PP01301VC,174.192.10.70,GE1,PUBLIC,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,32989271896,47537908275,80527180171
3645,PP01301VC,Digi WR21 (MDN: 5336318979),GE2,PUBLIC,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,91859989,197494133,289354122
4895,PP00327VC,CP (BYOB),GE1,PUBLIC,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,22331923417,45509230948,67841154365
4895,PP00327VC,10.1.7.3,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,44095238,811458553,855553791
998,KA00582VC,Lumen (Signet - 441480164),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,32701182540,50086070785,82787253325
998,KA00582VC,107.125.217.240,GE2,PUBLIC,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,9208960227,30286071945,39495032172
4518,PP00362VC,10.1.11.184,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,68790028,339894414,408684442
4518,PP00362VC,166.170.28.133,GE1,PUBLIC,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,30955792990,42023225239,72979018229
3758,PP00689VC,174.197.4.93,GE1,PUBLIC,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,31698571528,40580559880,72279131408
3758,PP00689VC,10.1.11.213,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,39657312,505185863,544843175
4470,KA04188VC,Lumen(BYOB),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,26656095835,63510434013,90166529848
4470,KA04188VC,10.1.12.48,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,26076508,466572618,492649126
985,JA02542VC,ATT (MetTel - 33.RBBT.110163),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,46902737210,152602256829,199504994039
985,JA02542VC,10.1.4.57,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,0,0,0
704,KA04809VC,160.3.139.141,GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,32413946425,61916228914,94330175339
704,KA04809VC,DIGI WR11 XT Wireless (9283081530),GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,0,0,0
3851,ZL01153VC,10.1.8.70,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,18856340,3022515,21878855
3851,ZL01153VC,CenturyLink (MetTel - 48.RBDB.106998),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,65641467239,84213772400,149855239639
562,KA02326VC,10.1.13.132,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,7995713,1015944,9011657
562,KA02326VC,Spectrum (MetTel - 23.RBCB.129626),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,27966830344,58082094908,86048925252
4952,PP00059VC,AT&T Wireless (MetTel),GE2,PUBLIC,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,51806674,75918842,127725516
4952,PP00059VC,AT&T Wireless (Signet - 330.217.4943),GE1,PUBLIC,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,28958582975,26780387717,55738970692
4023,KA03406VC,10.64.9.157,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,60157179,441427461,501584640
4023,KA03406VC,Granite ( MetTel- 27.RBCB.125256),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,27695865043,57559996611,85255861654
346,KA01210VC,10.1.2.125,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,0,0,0
346,KA01210VC,70.183.166.195,GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,32627160981,83548736505,116175897486
5110,KA03755VC,ATT FIBER_BYOB (A1/MCXF/110756//SW),GE1,PUBLIC,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,26093458129,56133702398,82227160527
5110,KA03755VC,DiGi EX15 (VZW),GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,0,0,0
1107,KA00092VC,10.1.4.129,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,7307101308,25173350255,32480451563
1107,KA00092VC,Broadband DSL (MetTel - 43.RBDB.107016),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,29602951958,84093488931,113696440889
4516,PP00304VC,10.1.12.143,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,154198061,1974080175,2128278236
4516,PP00304VC,ATT - (MetTel - BDB.108428),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,29560455531,45092015582,74652471113
3662,PP02529VC,10.1.7.124,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,75957205,452633338,528590543
3662,PP02529VC,107.92.122.154 - Signet-Cradlepoint.,GE1,PUBLIC,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,29608567635,31299844832,60908412467
14,AKR-DC-SDWAN-VELO-2,FairlawnGig AKR Ph4,GE4,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,857794697119,1221881904051,2079676601170
14,AKR-DC-SDWAN-VELO-2,CenturyLink/Level3(00/VLXX/078500/LVLC),GE5,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,1437406091203,1730285433427,3167691524630
14,AKR-DC-SDWAN-VELO-2,Zayo (ETYX/177640//ZYO),GE6,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,1594078149180,2272232839257,3866310988437
14,AKR-DC-SDWAN-VELO-2,FairlawnGig - AKR FSC,GE3,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,1974162318271,2502076572339,4476238890610
118,JA00472VC,174.212.37.194,GE2,PUBLIC,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,3203204853,22594852465,25798057318
118,JA00472VC,Comcast - (MTL - 16.RBCB.127090),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,40205680834,151263608274,191469289108
230,KA00143VC,MetTel Provided (43.RBCB.127114),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,25120216507,51848364708,76968581215
230,KA00143VC,Verizon Wireless DIGI (MetTel 3478805962),GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,0,0,0
3810,OT02790VC,10.1.12.221,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,0,0,0
3810,OT02790VC,Granite (49.RBCB.133163),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,63693850164,97116932923,160810783087
5122,PP03728VC,Cradle Point,GE1,PUBLIC,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,39094471968,42608763619,81703235587
5122,PP03728VC,Digi WR21(MDN: 7274046816),GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,11092804095,9079213802,20172017897
407,KA04787VC,ATT Wireless (MetTel-5665818532),GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,1098247,5811126,6909373
407,KA04787VC,ATT - (MetTel -  55.RBDB.108270),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,17354324561,36372574427,53726898988
307,JA02418VC,Spectrum - (MetTel - 16.RBCB.129640),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,53210421014,232577010774,285787431788
307,JA02418VC,Verizon Wireless (3478357514),GE2,PUBLIC,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,23985983,52349987,76335970
1065,KA00406VC,MetTel Wireless ,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,87725585,234685750,322411335
1065,KA00406VC,ATT Cradlepoint (BYOB),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,31393697609,80720112322,112113809931
980,JA00483VC,10.1.4.45,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,0,0,0
980,JA00483VC,CenturyLink (Signet - 29.KXGS.435479),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,111145130847,210513066521,321658197368
4586,PP02488VC,166.170.52.85,GE1,PUBLIC,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,30450169755,34910327418,65360497173
4586,PP02488VC,10.1.11.113,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,2751955482,7696431862,10448387344
418,KA02308VC,ATT (Mettel-BDB.107469),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,38525997165,78460226515,116986223680
418,KA02308VC,MetTel Wireless,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,53390815,496724536,550115351
1131,KA02756VC,Comcast (Mettel-  22.RBCB.119935),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,34168503813,109039218314,143207722127
1131,KA02756VC,10.1.4.106,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,10229048,4315119,14544167
604,KA01346VC,Granite (MTL - BCB.124445 - Parent to PP0295),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,91625408191,116172644809,207798053000
604,KA01346VC,10.1.3.89,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,6859087062,21574425624,28433512686
544,KA02682VC,70.184.213.188,GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,26019542949,55479134364,81498677313
544,KA02682VC,107.80.201.90,GE2,PUBLIC,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,58391343,324636184,383027527
4150,PE05155VC,10.66.0.179,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,79237394,8969698,88207092
4150,PE05155VC,216.221.91.241,GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,58028507458,121043123392,179071630850
3236,PP01145VC,68.225.61.78,GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,31146074796,43229612612,74375687408
3236,PP01145VC,10.64.5.255,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,41340588,264335481,305676069
1253,KA04781VC,10.64.4.115,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,74792503,1335657834,1410450337
1253,KA04781VC,Comcast  Mettel 16.RBCB.121702,GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,27489568165,73985410154,101474978319
4177,KA02755VC,ATT (MetTel - 42.RBDB.107810),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,19981924327,32028349513,52010273840
4177,KA02755VC,ATT (MetTel - 42.RBDB.107807),SFP1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,19377730338,56068286457,75446016795
4177,KA02755VC,10.1.10.44,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,4398477,14090638,18489115
4527,PP00442VC,166.171.56.235,GE1,PUBLIC,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,31807175269,41045924130,72853099399
4527,PP00442VC,10.64.6.245,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,84541384,315170051,399711435
5091,PP03734VC,10.73.3.165,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,3526275743,7501734221,11028009964
5091,PP03734VC,Cradle Point,GE1,PUBLIC,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,14401601788,38047005993,52448607781
662,KA01076VC,Spectrum ,GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,53817916811,80815524998,134633441809
662,KA01076VC,LTE ( Verizon Wireless (MTL-7163314798) ,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,9738524,24506757,34245281
4080,ZL00761VC,98.151.41.231,GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,58989809180,134152488920,193142298100
4080,ZL00761VC,10.64.9.152,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,6030874,4626973,10657847
3570,ZL01641VC,10.1.9.158,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,8408205,39279704,47687909
3570,ZL01641VC,ATT (MetTel -  16.RBCB.125598),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,56162260528,80574776961,136737037489
3500,PE05119VC,10.66.0.122,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,166118459,1596030352,1762148811
3500,PE05119VC,172.97.176.232,GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,99993699669,172592045039,272585744708
3777,PP02635VC,10.1.11.223,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,47000648,333979127,380979775
3777,PP02635VC,107.107.57.140,GE1,PUBLIC,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,31871753180,39577169188,71448922368
4759,ZL01723VC,166.129.36.89,GE1,PUBLIC,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,45964931648,100938365582,146903297230
4616,OT02750VC,Comcast(MetTel 23.RBCB.129128) 50.209.80.209,GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,42842945826,69534456269,112377402095
4616,OT02750VC,10.1.10.205,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,14477479,42814573,57292052
3219,PP00737VC,ARE (Parent Store KA01205VC),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,7417886275,12339314605,19757200880
3219,PP00737VC,107.125.177.87,GE2,PUBLIC,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,34785790673,132946607834,167732398507
3892,ZL01692VC,Verizon Wireless (MTL - 201.509.6096),GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,0,0,0
3892,ZL01692VC,Granite Grid (MTL - 11.RBCB.124908),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,76582440441,107334792875,183917233316
1191,ZL01789VC,10.1.4.148,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,52130728,167875594,220006322
1191,ZL01789VC,74.89.102.25,GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,83766685771,126250092766,210016778537
1281,KA04132VC,10.1.1.143,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,1150140908,16047300627,17197441535
1281,KA04132VC,Mettel - 23.RBCB.124852,GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,39661125374,74215074232,113876199606
4172,JA04198VC,10.64.10.106,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,11341800,283945490,295287290
4172,JA04198VC,Spectrum - (MetTel - BCB.120447),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,25380663666,72899540783,98280204449
3726,ZL01585VC,174.208.228.120,GE1,PUBLIC,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,70461434776,87353158459,157814593235
3726,ZL01585VC,10.1.10.247,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,37860762,551307776,589168538
5111,PP03710VC,Verizon Wireless (Signet - 330.388.6002),GE1,PUBLIC,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,37133584085,54254224835,91387808920
5111,PP03710VC,10.1.1.221,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,1006895378,1230477293,2237372671
3540,ZL01049VC,Broadband (Mettel- 25.RBCB.120722),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,56993254007,108001249147,164994503154
3540,ZL01049VC,10.1.2.238,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,33274605,241182433,274457038
724,KA02603VC,MetTel (Comcast) Active & Verified 22.RBCB.127023,GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,28008104031,54177550406,82185654437
724,KA02603VC,10.1.2.161,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,413006,3213994,3627000
873,KA01840VC,166.137.96.178,GE1,PUBLIC,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,31930528123,62742491911,94673020034
873,KA01840VC,10.1.0.3,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,29246258,202396865,231643123
3745,PP00492VC,166.137.96.133,GE1,PUBLIC,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,34692655812,48303892641,82996548453
3745,PP00492VC,10.1.9.243,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,126673266,1508323317,1634996583
3837,ZL00692VC,Granite (MetTel - 33.RBCB.124578),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,84703786618,134704716190,219408502808
3837,ZL00692VC,10.64.9.135,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,13425986,16389942,29815928
178,KA00215VC,Buckeye Cablevision-17.RBCB.125502 Cable,GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,31046595303,108006045782,139052641085
178,KA00215VC,10.1.2.84,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,23560424,397771774,421332198
1274,KA02898VC,Verizon Wireless,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,21725025,58257589,79982614
1274,KA02898VC,Spectrum,GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,23792023306,60555370315,84347393621
210,KA00085VC,73.18.173.240,GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,22167276813,54992746232,77160023045
210,KA00085VC,174.210.229.211,GE2,PUBLIC,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,57768790,121457036,179225826
714,KA04177VC,Spectrum - (MetTel - 33.RBCB.129706),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,38046295210,200122484844,238168780054
714,KA04177VC,10.70.1.138,GE2,PRIVATE,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,16985887,10787082,27772969
3508,PE05230VC,10.66.0.132,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,65191185,1381103,66572288
3508,PE05230VC,50.92.59.208,GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,44959211634,69978373727,114937585361
3707,OT02899VC,10.64.7.116,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,2232424,9931106,12163530
3707,OT02899VC,72.214.83.131,GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,62619629599,79282335347,141901964946
4606,OT02686VC,Frontier DSL 23.RBDB.108176,GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,18100029296,32252106797,50352136093
4606,OT02686VC,Frontier DSL 23.RBDB.108177 ,SFP1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,28237041528,50131449988,78368491516
4606,OT02686VC,10.1.11.2,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,0,0,0
4606,OT02686VC,Frontier DSL  23.RBDB.108887,SFP2,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,15362177184,35366395850,50728573034
3920,JA02499VC,166.129.167.255,GE1,PUBLIC,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,33529080610,94344368955,127873449565
3920,JA02499VC,10.1.9.68,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,143874948,479098127,622973075
3757,PP00670VC,ATT Wired (Mettel- 41.RBCB.123378),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,31337562943,41457738943,72795301886
3757,PP00670VC,10.64.7.107,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,6960072,8503039,15463111
3625,PP00955VC,Signet Cradlepoint,GE1,PUBLIC,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,28738969300,33609237023,62348206323
3625,PP00955VC,DIGI LTE (MetTel - 5004267155),GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,1465563683,3574768015,5040331698
1068,KA00787VC,10.1.3.187,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,10205857016,33114208377,43320065393
1068,KA00787VC,166.170.47.57,GE1,PUBLIC,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,30869083946,60393012450,91262096396
4488,PP00048VC,10.64.6.152,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,240417476,444010862,684428338
4488,PP00048VC,166.170.29.68,GE1,PUBLIC,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,30997286469,37009980994,68007267463
4609,OT02692VC,AT&T (Mettel - 42.RBCB.147506),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,73021537525,145829197006,218850734531
4609,OT02692VC,AT&T Wireless (MetTel - 480.284.0954),GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,5096441,35453142,40549583
1286,KA04758VC,10.1.10.98,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,32978940,374501648,407480588
1286,KA04758VC,Spectrum (MTL - 33.RBCB.129727),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,21903329151,127327937539,149231266690
342,KA01642VC,10.1.2.196,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,5887874925,31926517702,37814392627
342,KA01642VC,Signet Cradlepoint - AT&T (234-571-7667),GE1,PUBLIC,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,27607400307,25194634581,52802034888
1141,KA02968VC,76.113.232.177,GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,28422052827,81198219247,109620272074
1141,KA02968VC,10.1.4.132,GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,18226065,136580743,154806808
312,KA01343VC,AT&T Wireless (MetTel - 566.294.2833),GE2,PRIVATE,WIRELESS,2022-07-01 00:00:00,2022-08-01 00:00:00,7669638,11794152,19463790
312,KA01343VC,Comcast (MetTel - 11.RBCB.127142),GE1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,31327934653,64609555159,95937489812
984,JA02503VC,Signet(Cradlepoint),SFP1,PUBLIC,WIRED,2022-07-01 00:00:00,2022-08-01 00:00:00,28992955433,85521234693,114514190126
